qasrl_id,tokens,sentence
Wiki1k:wikipedia:1130:33:7,"In its place , he develops a `` method of experimentation as a means for scientific inquiry . ''","In its place, he develops a """"method of experimentation as a means for scientific inquiry."""""
Wiki1k:wikipedia:1130:3:1,"Philosophy , Fiqh and theology -LRB- kalaam -RRB- were further developed , most noticeably by Avicenna and his opponents .","Philosophy, Fiqh and theology (kalaam) were further developed, most noticeably by Avicenna and his opponents."
Wiki1k:wikipedia:1130:3:2,Al-Razi and Al-Farabi had provided methodology and knowledge in medicine and philosophy .,Al-Razi and Al-Farabi had provided methodology and knowledge in medicine and philosophy.
Wiki1k:wikipedia:12010:23:0,"The Great Lakes have a humid continental climate , Köppen climate classification Dfa -LRB- in southern areas -RRB- and Dfb -LRB- in northern parts -RRB- with varying influences from air masses from other regions including dry , cold Arctic systems , mild Pacific air masses from the West , and warm , wet tropical systems from the south and the Gulf of Mexico .","The Great Lakes have a humid continental climate, Köppen climate classification Dfa (in southern areas) and Dfb (in northern parts) with varying influences from air masses from other regions including dry, cold Arctic systems, mild Pacific air masses from the West, and warm, wet tropical systems from the south and the Gulf of Mexico."
Wiki1k:wikipedia:12010:23:1,The lakes themselves also have a moderating effect on the climate ; they can also increase precipitation totals and produce lake effect snowfall .,The lakes themselves also have a moderating effect on the climate; they can also increase precipitation totals and produce lake effect snowfall.
Wiki1k:wikipedia:12010:40:0,Running cut logs down the tributary rivers into the Great Lakes also dislocated sediments .,Running cut logs down the tributary rivers into the Great Lakes also dislocated sediments.
Wiki1k:wikipedia:12010:43:1,Implementation of secondary treatment of municipal sewage by major cities greatly reduced the routine discharge of untreated sewage during the 1970s and 1980s .,Implementation of secondary treatment of municipal sewage by major cities greatly reduced the routine discharge of untreated sewage during the 1970s and 1980s.
Wiki1k:wikipedia:12010:43:2,"The International Joint Commission in 2009 summarized the change : `` Since the early 1970s , the level of treatment to reduce pollution from waste water discharges to the Great Lakes has improved considerably .","The International Joint Commission in 2009 summarized the change: """"Since the early 1970s, the level of treatment to reduce pollution from waste water discharges to the Great Lakes has improved considerably."
Wiki1k:wikipedia:12010:43:4,"The commission reported that all urban sewage treatment systems on the U.S. side of the lakes had implemented secondary treatment , as had all on the Canadian side except for five small systems .","The commission reported that all urban sewage treatment systems on the U.S. side of the lakes had implemented secondary treatment, as had all on the Canadian side except for five small systems."
Wiki1k:wikipedia:12436:12:0,A raisin is any dried grape .,A raisin is any dried grape.
Wiki1k:wikipedia:12436:12:1,"While raisin is a French loanword , the word in French refers to the fresh fruit ; grappe -LRB- from which the English grape is derived -RRB- refers to the bunch -LRB- as in une grappe de raisins -RRB- .","While raisin is a French loanword, the word in French refers to the fresh fruit; grappe (from which the English grape is derived) refers to the bunch (as in une grappe de raisins)."
Wiki1k:wikipedia:12436:14:3,"In the wine industry , grape juice that contains 7 -- 23 % of pulp , skins , stems and seeds is often referred to as `` must '' .","In the wine industry, grape juice that contains 7--23% of pulp, skins, stems and seeds is often referred to as """"must""""."
Wiki1k:wikipedia:12436:14:4,"In North America , the most common grape juice is purple and made from Concord grapes , while white grape juice is commonly made from Niagara grapes , both of which are varieties of native American grapes , a different species from European wine grapes .","In North America, the most common grape juice is purple and made from Concord grapes, while white grape juice is commonly made from Niagara grapes, both of which are varieties of native American grapes, a different species from European wine grapes."
Wiki1k:wikipedia:12436:14:5,"In California , Sultana -LRB- known there as Thompson Seedless -RRB- grapes are sometimes diverted from the raisin or table market to produce white juice .","In California, Sultana (known there as Thompson Seedless) grapes are sometimes diverted from the raisin or table market to produce white juice."
Wiki1k:wikipedia:12558:17:0,"In 1922 , the Estonian astronomer Ernst Öpik gave a distance determination that supported the theory that the Andromeda Nebula is indeed a distant extra-galactic object .","In 1922, the Estonian astronomer Ernst Öpik gave a distance determination that supported the theory that the Andromeda Nebula is indeed a distant extra-galactic object."
Wiki1k:wikipedia:12558:17:2,In 1936 Hubble produced a classification of galactic morphology that is used to this day .,In 1936 Hubble produced a classification of galactic morphology that is used to this day.
Wiki1k:wikipedia:12558:29:1,"They are very large with an upward diameter of 437,000 light-years -LRB- compared to the Milky Way 's 100,000 light-year diameter -RRB- .","They are very large with an upward diameter of 437,000 light-years (compared to the Milky Way""s 100,000 light-year diameter)."
Wiki1k:wikipedia:12558:29:3,They thought to have an increased star formation rate around 30 times faster than the Milky Way .,They thought to have an increased star formation rate around 30 times faster than the Milky Way.
Wiki1k:wikipedia:12558:48:2,Infrared galaxies emit more energy in the infrared than at all other wavelengths combined .,Infrared galaxies emit more energy in the infrared than at all other wavelengths combined.
Wiki1k:wikipedia:12558:64:0,"On the largest scale , the Universe is continually expanding , resulting in an average increase in the separation between individual galaxies -LRB- see Hubble 's law -RRB- .","On the largest scale, the Universe is continually expanding, resulting in an average increase in the separation between individual galaxies (see Hubble""s law)."
Wiki1k:wikipedia:12558:64:1,Associations of galaxies can overcome this expansion on a local scale through their mutual gravitational attraction .,Associations of galaxies can overcome this expansion on a local scale through their mutual gravitational attraction.
Wiki1k:wikipedia:12558:64:5,"About 70 -- 80 % of the mass in a cluster is in the form of dark matter , with 10 -- 30 % consisting of this heated gas and the remaining few percent of the matter in the form of galaxies .","About 70--80% of the mass in a cluster is in the form of dark matter, with 10--30% consisting of this heated gas and the remaining few percent of the matter in the form of galaxies."
Wiki1k:wikipedia:13543:104:0,"Many influential Yoga Upanishads , states Gavin Flood , were composed before 3rd century CE .","Many influential Yoga Upanishads, states Gavin Flood, were composed before 3rd century CE."
Wiki1k:wikipedia:13543:104:1,Seven Sannyasa Upanishads of Hinduism were composed between the last centuries of the 1st millennium BCE and before the 3rd century CE .,Seven Sannyasa Upanishads of Hinduism were composed between the last centuries of the 1st millennium BCE and before the 3rd century CE.
Wiki1k:wikipedia:13543:104:2,"All these texts describe Hindu renunciation and monastic values , and express strongly Advaita Vedanta tradition ideas .","All these texts describe Hindu renunciation and monastic values, and express strongly Advaita Vedanta tradition ideas."
Wiki1k:wikipedia:13543:116:1,"Indology as an academic discipline of studying Indian culture from a European perspective was established in the 19th century , led by scholars such as Max Müller and John Woodroffe .","Indology as an academic discipline of studying Indian culture from a European perspective was established in the 19th century, led by scholars such as Max Müller and John Woodroffe."
Wiki1k:wikipedia:13543:116:2,"They brought Vedic , Puranic and Tantric literature and philosophy to Europe and the United States .","They brought Vedic, Puranic and Tantric literature and philosophy to Europe and the United States."
Wiki1k:wikipedia:13543:116:3,"Western orientalist searched for the `` essence '' of the Indian religions , discerning this in the Vedas , and meanwhile creating the notion of `` Hinduism '' as a unified body of religious praxis and the popular picture of ` mystical India ' .","Western orientalist searched for the """"essence"""" of the Indian religions, discerning this in the Vedas, and meanwhile creating the notion of """"Hinduism"""" as a unified body of religious praxis and the popular picture of "" mystical India""."
Wiki1k:wikipedia:13543:116:5,"This `` Hindu modernism '' , with proponents like Vivekananda , Aurobindo and Radhakrishnan , became central in the popular understanding of Hinduism .","This """"Hindu modernism"""", with proponents like Vivekananda, Aurobindo and Radhakrishnan, became central in the popular understanding of Hinduism."
Wiki1k:wikipedia:13543:17:1,"Western stereotypes were reversed , emphasizing the universal aspects , and introducing modern approaches of social problems .","Western stereotypes were reversed, emphasizing the universal aspects, and introducing modern approaches of social problems."
Wiki1k:wikipedia:13543:31:0,Dharma is considered the foremost goal of a human being in Hinduism .,Dharma is considered the foremost goal of a human being in Hinduism.
Wiki1k:wikipedia:13543:31:1,"The concept Dharma includes behaviors that are considered to be in accord with rta , the order that makes life and universe possible , and includes duties , rights , laws , conduct , virtues and `` right way of living '' .","The concept Dharma includes behaviors that are considered to be in accord with rta, the order that makes life and universe possible, and includes duties, rights, laws, conduct, virtues and """"right way of living""""."
Wiki1k:wikipedia:13543:31:2,"Hindu Dharma includes the religious duties , moral rights and duties of each individual , as well as behaviors that enable social order , right conduct , and those that are virtuous .","Hindu Dharma includes the religious duties, moral rights and duties of each individual, as well as behaviors that enable social order, right conduct, and those that are virtuous."
Wiki1k:wikipedia:13543:31:3,"Dharma , according to Van Buitenen , is that which all existing beings must accept and respect to sustain harmony and order in the world .","Dharma, according to Van Buitenen, is that which all existing beings must accept and respect to sustain harmony and order in the world."
Wiki1k:wikipedia:13543:31:4,"It is , states Van Buitenen , the pursuit and execution of one 's nature and true calling , thus playing one 's role in cosmic concert .","It is, states Van Buitenen, the pursuit and execution of one""s nature and true calling, thus playing one""s role in cosmic concert."
Wiki1k:wikipedia:13543:33:2,"The word Sanātana means eternal , perennial , or forever ; thus , Sanātana Dharma signifies that it is the dharma that has neither beginning nor end .","The word Sanātana means eternal, perennial, or forever; thus, Sanātana Dharma signifies that it is the dharma that has neither beginning nor end."
Wiki1k:wikipedia:13543:44:0,"While ancient Vedic literature including Upanishads make no mention of reincarnation of God , the Puranas and the Epics relate several episodes of the descent of God to Earth in corporeal form to restore dharma to society .","While ancient Vedic literature including Upanishads make no mention of reincarnation of God, the Puranas and the Epics relate several episodes of the descent of God to Earth in corporeal form to restore dharma to society."
Wiki1k:wikipedia:13543:84:2,"While these stages are typically sequential , any person can enter Sannyasa -LRB- ascetic -RRB- stage and become an Ascetic at any time after the Brahmacharya stage .","While these stages are typically sequential, any person can enter Sannyasa (ascetic) stage and become an Ascetic at any time after the Brahmacharya stage."
Wiki1k:wikipedia:13543:86:0,"James Mill -LRB- 1773 -- 1836 -RRB- , in his The History of British India -LRB- 1817 -RRB- , distinguished three phases in the history of India , namely Hindu , Muslim and British civilisations .","James Mill (1773--1836), in his The History of British India (1817), distinguished three phases in the history of India, namely Hindu, Muslim and British civilisations."
Wiki1k:wikipedia:13543:86:1,This periodisation has been criticised for the misconceptions it has given rise to .,This periodisation has been criticised for the misconceptions it has given rise to.
Wiki1k:wikipedia:13543:86:3,An elaborate periodisation may be as follows :,An elaborate periodisation may be as follows:
Wiki1k:wikipedia:13543:91:0,"The Vedic period , named after the Vedic religion of the Indo-Aryans , lasted from c. 1500 to 500 BCE .","The Vedic period, named after the Vedic religion of the Indo-Aryans, lasted from c. 1500 to 500 BCE."
Wiki1k:wikipedia:1354:12:4,The climate is known to change drastically in rather short distances .,The climate is known to change drastically in rather short distances.
Wiki1k:wikipedia:1354:12:5,Rainforests exist just miles away from the snow-covered peak Cotopaxi .,Rainforests exist just miles away from the snow-covered peak Cotopaxi.
Wiki1k:wikipedia:1354:12:7,The snow line depends on the location .,The snow line depends on the location.
Wiki1k:wikipedia:13550:19:0,Andersen certainly experienced same-sex love as well : he wrote to Edvard Collin : `` I languish for you as for a pretty Calabrian wench ... my sentiments for you are those of a woman .,"Andersen certainly experienced same-sex love as well: he wrote to Edvard Collin: """"I languish for you as for a pretty Calabrian wench...my sentiments for you are those of a woman."
Wiki1k:wikipedia:13550:19:3,"Likewise , the infatuations of the author for the Danish dancer Harald Scharff and Carl Alexander , the young hereditary duke of Saxe-Weimar-Eisenach , did not result in any relationships .","Likewise, the infatuations of the author for the Danish dancer Harald Scharff and Carl Alexander, the young hereditary duke of Saxe-Weimar-Eisenach, did not result in any relationships."
Wiki1k:wikipedia:13550:3:0,"Andersen 's father , who had received an elementary education , introduced Andersen to literature , reading to him Arabian Nights .","Andersen""s father, who had received an elementary education, introduced Andersen to literature, reading to him Arabian Nights."
Wiki1k:wikipedia:13550:3:1,"Andersen 's mother , Anne Marie Andersdatter , was uneducated and worked as a washerwoman following his father 's death in 1816 ; she remarried in 1818 .","Andersen""s mother, Anne Marie Andersdatter, was uneducated and worked as a washerwoman following his father""s death in 1816; she remarried in 1818."
Wiki1k:wikipedia:13550:3:3,"At 14 , he moved to Copenhagen to seek employment as an actor .","At 14, he moved to Copenhagen to seek employment as an actor."
Wiki1k:wikipedia:13550:3:6,"Taking the suggestion seriously , Andersen began to focus on writing .","Taking the suggestion seriously, Andersen began to focus on writing."
Wiki1k:wikipedia:14361:22:1,The amount of water the honey absorbs is dependent on the relative humidity of the air .,The amount of water the honey absorbs is dependent on the relative humidity of the air.
Wiki1k:wikipedia:14361:29:0,"Instead of taking nectar , bees can take honeydew , the sweet secretions of aphids or other plant sap-sucking insects .","Instead of taking nectar, bees can take honeydew, the sweet secretions of aphids or other plant sap-sucking insects."
Wiki1k:wikipedia:14361:34:0,"Raw honey is as it exists in the beehive or as obtained by extraction , settling , or straining , without adding heat -LRB- although some honey that has been `` minimally processed '' is often labeled as raw honey -RRB- .","Raw honey is as it exists in the beehive or as obtained by extraction, settling, or straining, without adding heat (although some honey that has been """"minimally processed"""" is often labeled as raw honey)."
Wiki1k:wikipedia:14361:44:0,"High-quality honey can be distinguished by fragrance , taste , and consistency .","High-quality honey can be distinguished by fragrance, taste, and consistency."
Wiki1k:wikipedia:14361:44:1,"Ripe , freshly collected , high-quality honey at 20 ° C -LRB- 68 ° F -RRB- should flow from a knife in a straight stream , without breaking into separate drops .","Ripe, freshly collected, high-quality honey at 20 ° C (68 ° F) should flow from a knife in a straight stream, without breaking into separate drops."
Wiki1k:wikipedia:14361:44:2,"After falling down , the honey should form a bead .","After falling down, the honey should form a bead."
Wiki1k:wikipedia:14361:44:3,"The honey , when poured , should form small , temporary layers that disappear fairly quickly , indicating high viscosity .","The honey, when poured, should form small, temporary layers that disappear fairly quickly, indicating high viscosity."
Wiki1k:wikipedia:14361:44:4,"If not , it indicates excessive water content -LRB- over 20 % -RRB- of the product .","If not, it indicates excessive water content (over 20%) of the product."
Wiki1k:wikipedia:14711:0:1,It is commonly preceded by the Bronze Age in Europe and Asia with exceptions and the Stone Age in Africa .,It is commonly preceded by the Bronze Age in Europe and Asia with exceptions and the Stone Age in Africa.
Wiki1k:wikipedia:14711:0:4,"The start of the Iron Age proper is considered by many to fall between around 1200 BC and 600 BC , depending on the region .","The start of the Iron Age proper is considered by many to fall between around 1200 BC and 600 BC, depending on the region."
Wiki1k:wikipedia:14711:23:0,"In the Black Pyramid of Abusir , dating before 2000 BC , Gaston Maspero found some pieces of iron .","In the Black Pyramid of Abusir, dating before 2000 BC, Gaston Maspero found some pieces of iron."
Wiki1k:wikipedia:14711:23:1,"In the funeral text of Pepi I , the metal is mentioned .","In the funeral text of Pepi I, the metal is mentioned."
Wiki1k:wikipedia:14711:23:2,A sword bearing the name of pharaoh Merneptah as well as a battle axe with an iron blade and gold-decorated bronze shaft were both found in the excavation of Ugarit .,A sword bearing the name of pharaoh Merneptah as well as a battle axe with an iron blade and gold-decorated bronze shaft were both found in the excavation of Ugarit.
Wiki1k:wikipedia:14711:23:3,"A dagger with an iron blade found in Tutankhamun 's tomb , 13th century BC , was recently examined and found to be of meteoric origin .","A dagger with an iron blade found in Tutankhamun""s tomb, 13th century BC, was recently examined and found to be of meteoric origin."
Wiki1k:wikipedia:17547:16:1,Psychology sees love as more of a social and cultural phenomenon .,Psychology sees love as more of a social and cultural phenomenon.
Wiki1k:wikipedia:17547:16:2,"Certainly love is influenced by hormones -LRB- such as oxytocin -RRB- , neurotrophins -LRB- such as NGF -RRB- , and pheromones , and how people think and behave in love is influenced by their conceptions of love .","Certainly love is influenced by hormones (such as oxytocin), neurotrophins (such as NGF), and pheromones, and how people think and behave in love is influenced by their conceptions of love."
Wiki1k:wikipedia:17547:3:1,"Love as a general expression of positive sentiment -LRB- a stronger form of like -RRB- is commonly contrasted with hate -LRB- or neutral apathy -RRB- ; as a less sexual and more emotionally intimate form of romantic attachment , love is commonly contrasted with lust ; and as an interpersonal relationship with romantic overtones , love is sometimes contrasted with friendship , although the word love is often applied to close friendships .","Love as a general expression of positive sentiment (a stronger form of like) is commonly contrasted with hate (or neutral apathy); as a less sexual and more emotionally intimate form of romantic attachment, love is commonly contrasted with lust; and as an interpersonal relationship with romantic overtones, love is sometimes contrasted with friendship, although the word love is often applied to close friendships."
Wiki1k:wikipedia:17547:49:3,"He is usually accompanied by his consort Rati and his companion Vasanta , lord of the spring season .","He is usually accompanied by his consort Rati and his companion Vasanta, lord of the spring season."
Wiki1k:wikipedia:17547:49:4,"Stone images of Kamadeva and Rati can be seen on the door of the Chennakeshava temple at Belur , in Karnataka , India .","Stone images of Kamadeva and Rati can be seen on the door of the Chennakeshava temple at Belur, in Karnataka, India."
Wiki1k:wikipedia:17547:9:0,"Biological models of sex tend to view love as a mammalian drive , much like hunger or thirst .","Biological models of sex tend to view love as a mammalian drive, much like hunger or thirst."
Wiki1k:wikipedia:17547:9:1,"Helen Fisher , a leading expert in the topic of love , divides the experience of love into three partly overlapping stages : lust , attraction , and attachment .","Helen Fisher, a leading expert in the topic of love, divides the experience of love into three partly overlapping stages: lust, attraction, and attachment."
Wiki1k:wikipedia:17547:9:3,"Three distinct neural circuitries , including neurotransmitters , and three behavioral patterns , are associated with these three romantic styles .","Three distinct neural circuitries, including neurotransmitters, and three behavioral patterns, are associated with these three romantic styles."
Wiki1k:wikipedia:17914:56:1,"Works with piano accompaniment include 10 violin sonatas , 5 cello sonatas , and a sonata for French horn , as well as numerous lieder .","Works with piano accompaniment include 10 violin sonatas, 5 cello sonatas, and a sonata for French horn, as well as numerous lieder."
Wiki1k:wikipedia:18836:11:2,"The Burgundians settled in Gaul , and after an earlier realm was destroyed by the Huns in 436 formed a new kingdom in the 440s .","The Burgundians settled in Gaul, and after an earlier realm was destroyed by the Huns in 436 formed a new kingdom in the 440s."
Wiki1k:wikipedia:18836:11:3,"Between today 's Geneva and Lyon , it grew to become the realm of Burgundy in the late 5th and early 6th centuries .","Between today""s Geneva and Lyon, it grew to become the realm of Burgundy in the late 5th and early 6th centuries."
Wiki1k:wikipedia:18836:11:4,"Elsewhere in Gaul , the Franks and Celtic Britons set up small polities .","Elsewhere in Gaul, the Franks and Celtic Britons set up small polities."
Wiki1k:wikipedia:18836:11:5,"Francia was centred in northern Gaul , and the first king of whom much is known is Childeric I -LRB- d. 481 -RRB- .","Francia was centred in northern Gaul, and the first king of whom much is known is Childeric I (d. 481)."
Wiki1k:wikipedia:18836:11:6,"His grave was discovered in 1653 and is remarkable for its grave goods , which included weapons and a large quantity of gold .","His grave was discovered in 1653 and is remarkable for its grave goods, which included weapons and a large quantity of gold."
Wiki1k:wikipedia:18836:25:1,"Gold continued to be minted until the end of the 7th century , when it was replaced by silver coins .","Gold continued to be minted until the end of the 7th century, when it was replaced by silver coins."
Wiki1k:wikipedia:18836:25:2,"The basic Frankish silver coin was the denarius or denier , while the Anglo-Saxon version was called a penny .","The basic Frankish silver coin was the denarius or denier, while the Anglo-Saxon version was called a penny."
Wiki1k:wikipedia:18836:32:0,Charlemagne 's court in Aachen was the centre of the cultural revival sometimes referred to as the `` Carolingian Renaissance '' .,"Charlemagne""s court in Aachen was the centre of the cultural revival sometimes referred to as the """"Carolingian Renaissance""""."
Wiki1k:wikipedia:18836:32:1,"Literacy increased , as did development in the arts , architecture and jurisprudence , as well as liturgical and scriptural studies .","Literacy increased, as did development in the arts, architecture and jurisprudence, as well as liturgical and scriptural studies."
Wiki1k:wikipedia:18836:32:2,The English monk Alcuin -LRB- d. 804 -RRB- was invited to Aachen and brought the education available in the monasteries of Northumbria .,The English monk Alcuin (d. 804) was invited to Aachen and brought the education available in the monasteries of Northumbria.
Wiki1k:wikipedia:18836:32:3,"Charlemagne 's chancery -- or writing office -- made use of a new script today known as Carolingian minuscule , allowing a common writing style that advanced communication across much of Europe .","Charlemagne""s chancery--or writing office--made use of a new script today known as Carolingian minuscule, allowing a common writing style that advanced communication across much of Europe."
Wiki1k:wikipedia:18836:32:5,"An important activity for scholars during this period was the copying , correcting , and dissemination of basic works on religious and secular topics , with the aim of encouraging learning .","An important activity for scholars during this period was the copying, correcting, and dissemination of basic works on religious and secular topics, with the aim of encouraging learning."
Wiki1k:wikipedia:18836:33:1,"Just before Charlemagne died in 814 , he crowned Louis as his successor .","Just before Charlemagne died in 814, he crowned Louis as his successor."
Wiki1k:wikipedia:18836:33:2,"Louis 's reign of 26 years was marked by numerous divisions of the empire among his sons and , after 829 , civil wars between various alliances of father and sons over the control of various parts of the empire .","Louis""s reign of 26 years was marked by numerous divisions of the empire among his sons and, after 829, civil wars between various alliances of father and sons over the control of various parts of the empire."
Wiki1k:wikipedia:18836:33:3,"Eventually , Louis recognised his eldest son Lothair I -LRB- d. 855 -RRB- as emperor and gave him Italy .","Eventually, Louis recognised his eldest son Lothair I (d. 855) as emperor and gave him Italy."
Wiki1k:wikipedia:18836:33:4,"Louis divided the rest of the empire between Lothair and Charles the Bald -LRB- d. 877 -RRB- , his youngest son .","Louis divided the rest of the empire between Lothair and Charles the Bald (d. 877), his youngest son."
Wiki1k:wikipedia:18836:33:5,"Lothair took East Francia , comprising both banks of the Rhine and eastwards , leaving Charles West Francia with the empire to the west of the Rhineland and the Alps .","Lothair took East Francia, comprising both banks of the Rhine and eastwards, leaving Charles West Francia with the empire to the west of the Rhineland and the Alps."
Wiki1k:wikipedia:18836:33:6,"Louis the German -LRB- d. 876 -RRB- , the middle child , who had been rebellious to the last , was allowed to keep Bavaria under the suzerainty of his elder brother .","Louis the German (d. 876), the middle child, who had been rebellious to the last, was allowed to keep Bavaria under the suzerainty of his elder brother."
Wiki1k:wikipedia:18836:33:7,The division was disputed .,The division was disputed.
Wiki1k:wikipedia:18836:33:8,"Pepin II of Aquitaine -LRB- d. after 864 -RRB- , the emperor 's grandson , rebelled in a contest for Aquitaine , while Louis the German tried to annex all of East Francia .","Pepin II of Aquitaine (d. after 864), the emperor""s grandson, rebelled in a contest for Aquitaine, while Louis the German tried to annex all of East Francia."
Wiki1k:wikipedia:18836:46:0,Jews also spread across Europe during the period .,Jews also spread across Europe during the period.
Wiki1k:wikipedia:18836:46:1,"Communities were established in Germany and England in the 11th and 12th centuries , but Spanish Jews , long settled in Spain under the Muslims , came under Christian rule and increasing pressure to convert to Christianity .","Communities were established in Germany and England in the 11th and 12th centuries, but Spanish Jews, long settled in Spain under the Muslims, came under Christian rule and increasing pressure to convert to Christianity."
Wiki1k:wikipedia:18836:66:0,"Romanesque art , especially metalwork , was at its most sophisticated in Mosan art , in which distinct artistic personalities including Nicholas of Verdun -LRB- d. 1205 -RRB- become apparent , and an almost classical style is seen in works such as a font at Liège , contrasting with the writhing animals of the exactly contemporary Gloucester Candlestick .","Romanesque art, especially metalwork, was at its most sophisticated in Mosan art, in which distinct artistic personalities including Nicholas of Verdun (d. 1205) become apparent, and an almost classical style is seen in works such as a font at Liège, contrasting with the writhing animals of the exactly contemporary Gloucester Candlestick."
Wiki1k:wikipedia:18836:66:1,"Large illuminated bibles and psalters were the typical forms of luxury manuscripts , and wall-painting flourished in churches , often following a scheme with a Last Judgement on the west wall , a Christ in Majesty at the east end , and narrative biblical scenes down the nave , or in the best surviving example , at Saint-Savin-sur-Gartempe , on the barrel-vaulted roof .","Large illuminated bibles and psalters were the typical forms of luxury manuscripts, and wall-painting flourished in churches, often following a scheme with a Last Judgement on the west wall, a Christ in Majesty at the east end, and narrative biblical scenes down the nave, or in the best surviving example, at Saint-Savin-sur-Gartempe, on the barrel-vaulted roof."
Wiki1k:wikipedia:18836:7:1,"In 330 , after a period of civil war , Constantine the Great -LRB- r. 306 -- 337 -RRB- refounded the city of Byzantium as the newly renamed eastern capital , Constantinople .","In 330, after a period of civil war, Constantine the Great (r. 306--337) refounded the city of Byzantium as the newly renamed eastern capital, Constantinople."
Wiki1k:wikipedia:18836:7:4,"For much of the 4th century , Roman society stabilised in a new form that differed from the earlier classical period , with a widening gulf between the rich and poor , and a decline in the vitality of the smaller towns .","For much of the 4th century, Roman society stabilised in a new form that differed from the earlier classical period, with a widening gulf between the rich and poor, and a decline in the vitality of the smaller towns."
Wiki1k:wikipedia:18836:86:1,"Much literature remained religious in character , and although a great deal of it continued to be written in Latin , a new demand developed for saints ' lives and other devotional tracts in the vernacular languages .","Much literature remained religious in character, and although a great deal of it continued to be written in Latin, a new demand developed for saints"" lives and other devotional tracts in the vernacular languages."
Wiki1k:wikipedia:18836:86:2,"This was fed by the growth of the Devotio Moderna movement , most prominently in the formation of the Brethren of the Common Life , but also in the works of German mystics such as Meister Eckhart and Johannes Tauler -LRB- d. 1361 -RRB- .","This was fed by the growth of the Devotio Moderna movement, most prominently in the formation of the Brethren of the Common Life, but also in the works of German mystics such as Meister Eckhart and Johannes Tauler (d. 1361)."
Wiki1k:wikipedia:18836:86:4,"At the end of the period , the development of the printing press in about 1450 led to the establishment of publishing houses throughout Europe by 1500 .","At the end of the period, the development of the printing press in about 1450 led to the establishment of publishing houses throughout Europe by 1500."
Wiki1k:wikipedia:18842395:33:1,The chemical composition of the water has a large impact on the ecology of that water for both plants and animals and it also affects the uses that may be made of the river water .,The chemical composition of the water has a large impact on the ecology of that water for both plants and animals and it also affects the uses that may be made of the river water.
Wiki1k:wikipedia:18842395:41:2,The rivers load further erodes its banks and the river bed .,The rivers load further erodes its banks and the river bed.
Wiki1k:wikipedia:18842395:41:3,"Over time , this will deepen the river bed and create steeper sides which are then weathered .","Over time, this will deepen the river bed and create steeper sides which are then weathered."
Wiki1k:wikipedia:18842395:42:0,Waterfalls also form in the youthful river valley .,Waterfalls also form in the youthful river valley.
Wiki1k:wikipedia:18842395:45:0,River management is a continuous activity as rivers tend to ` undo ' the modifications made by people .,"River management is a continuous activity as rivers tend to "" undo"" the modifications made by people."
Wiki1k:wikipedia:18842395:45:1,"Dredged channels silt up , sluice mechanisms deteriorate with age , levees and dams may suffer seepage or catastrophic failure .","Dredged channels silt up, sluice mechanisms deteriorate with age, levees and dams may suffer seepage or catastrophic failure."
Wiki1k:wikipedia:18914017:28:0,"Alzheimer 's disease is usually diagnosed based on the person 's medical history , history from relatives , and behavioural observations .","Alzheimer""s disease is usually diagnosed based on the person""s medical history, history from relatives, and behavioural observations."
Wiki1k:wikipedia:18914017:28:2,"Advanced medical imaging with computed tomography -LRB- CT -RRB- or magnetic resonance imaging -LRB- MRI -RRB- , and with single-photon emission computed tomography -LRB- SPECT -RRB- or positron emission tomography -LRB- PET -RRB- can be used to help exclude other cerebral pathology or subtypes of dementia .","Advanced medical imaging with computed tomography (CT) or magnetic resonance imaging (MRI), and with single-photon emission computed tomography (SPECT) or positron emission tomography (PET) can be used to help exclude other cerebral pathology or subtypes of dementia."
Wiki1k:wikipedia:18947:9:0,"In the 1870s and in light of modern precision , a series of international conferences was held to devise new metric standards .","In the 1870s and in light of modern precision, a series of international conferences was held to devise new metric standards."
Wiki1k:wikipedia:18947:9:1,"The Metre Convention -LRB- Convention du Mètre -RRB- of 1875 mandated the establishment of a permanent International Bureau of Weights and Measures -LRB- BIPM : Bureau International des Poids et Mesures -RRB- to be located in Sèvres , France .","The Metre Convention (Convention du Mètre) of 1875 mandated the establishment of a permanent International Bureau of Weights and Measures (BIPM: Bureau International des Poids et Mesures) to be located in Sèvres, France."
Wiki1k:wikipedia:18947:9:2,"This new organisation was to construct and preserve a prototype metre bar , distribute national metric prototypes , and maintain comparisons between them and non-metric measurement standards .","This new organisation was to construct and preserve a prototype metre bar, distribute national metric prototypes, and maintain comparisons between them and non-metric measurement standards."
Wiki1k:wikipedia:19242322:50:3,"Although often requested to write poems arousing nationalist passions , Goethe would always decline .","Although often requested to write poems arousing nationalist passions, Goethe would always decline."
Wiki1k:wikipedia:19242322:68:0,"Goethe-Wörterbuch -LRB- Goethe Dictionary , abbreviated GWb -RRB- .","Goethe-Wörterbuch (Goethe Dictionary, abbreviated GWb)."
Wiki1k:wikipedia:19334:10:0,"In 1269 , Niccolò and Maffeo returned to their families in Venice , meeting young Marco for the first time .","In 1269, Niccolò and Maffeo returned to their families in Venice, meeting young Marco for the first time."
Wiki1k:wikipedia:19334:10:1,"In 1271 , during the rule of Doge Lorenzo Tiepolo , Marco Polo -LRB- at seventeen years of age -RRB- , his father , and his uncle set off for Asia on the series of adventures that Marco later documented in his book .","In 1271, during the rule of Doge Lorenzo Tiepolo, Marco Polo (at seventeen years of age), his father, and his uncle set off for Asia on the series of adventures that Marco later documented in his book."
