sentence_id,predicate_idx,predicate,sentence
Wiki1k:wikipedia:11185:75:4,2,argues,"Carole Pateman argues that the patriarchal distinction """"between masculinity and femininity is the political difference between freedom and subjection."""""
Wiki1k:wikipedia:11185:75:7,4,proposed,"Some radical feminists have proposed that because patriarchy is too deeply rooted in society, separatism is the only viable solution."
Wiki1k:wikipedia:11185:75:7,11,rooted,"Some radical feminists have proposed that because patriarchy is too deeply rooted in society, separatism is the only viable solution."
Wiki1k:wikipedia:11185:75:8,3,criticized,Other feminists have criticized these views as being anti-men.
Wiki1k:wikipedia:11185:78:0,5,responded,"Different groups of people have responded to feminism, and both men and women have been among its supporters and critics."
Wiki1k:wikipedia:11185:78:2,3,tends,"The US media tends to portray feminism negatively and feminists """"are less often associated with day-to-day work/leisure activities of regular women."""""
Wiki1k:wikipedia:11185:78:2,5,portray,"The US media tends to portray feminism negatively and feminists """"are less often associated with day-to-day work/leisure activities of regular women."""""
Wiki1k:wikipedia:11185:78:2,14,associated,"The US media tends to portray feminism negatively and feminists """"are less often associated with day-to-day work/leisure activities of regular women."""""
Wiki1k:wikipedia:11185:78:3,6,demonstrated,"However, as recent research has demonstrated, as people are exposed to self-identified feminists and to discussions relating to various forms of feminism, their own self-identification with feminism increases."
Wiki1k:wikipedia:11185:78:3,11,exposed,"However, as recent research has demonstrated, as people are exposed to self-identified feminists and to discussions relating to various forms of feminism, their own self-identification with feminism increases."
Wiki1k:wikipedia:11185:78:3,18,relating,"However, as recent research has demonstrated, as people are exposed to self-identified feminists and to discussions relating to various forms of feminism, their own self-identification with feminism increases."
Wiki1k:wikipedia:11185:78:6,3,look,"But if you look at the bottom, really at the bottom, you""ll find mostly men there, too."""""
Wiki1k:wikipedia:11185:78:6,15,find,"But if you look at the bottom, really at the bottom, you""ll find mostly men there, too."""""
Wiki1k:wikipedia:1130:33:0,15,discussed,"In the Al-Burhan (On Demonstration) section of The Book of Healing, Avicenna discussed the philosophy of science and described an early scientific method of inquiry."
Wiki1k:wikipedia:1130:33:0,21,described,"In the Al-Burhan (On Demonstration) section of The Book of Healing, Avicenna discussed the philosophy of science and described an early scientific method of inquiry."
Wiki1k:wikipedia:1130:33:1,1,discusses,"He discusses Aristotle""s Posterior Analytics and significantly diverged from it on several points."
Wiki1k:wikipedia:1130:33:1,8,diverged,"He discusses Aristotle""s Posterior Analytics and significantly diverged from it on several points."
Wiki1k:wikipedia:1130:33:3,1,asked,"He asked how a scientist would arrive at """"the initial axioms or hypotheses of a deductive science without inferring them from some more basic premises?"""""
Wiki1k:wikipedia:1130:33:3,6,arrive,"He asked how a scientist would arrive at """"the initial axioms or hypotheses of a deductive science without inferring them from some more basic premises?"""""
Wiki1k:wikipedia:1130:33:3,19,inferring,"He asked how a scientist would arrive at """"the initial axioms or hypotheses of a deductive science without inferring them from some more basic premises?"""""
Wiki1k:wikipedia:1130:33:5,2,adds,"Avicenna then adds two further methods for arriving at the first principles: the ancient Aristotelian method of induction (istiqra), and the method of examination and experimentation (tajriba)."
Wiki1k:wikipedia:1130:33:5,7,arriving,"Avicenna then adds two further methods for arriving at the first principles: the ancient Aristotelian method of induction (istiqra), and the method of examination and experimentation (tajriba)."
Wiki1k:wikipedia:1130:33:7,5,develops,"In its place, he develops a """"method of experimentation as a means for scientific inquiry."""""
Wiki1k:wikipedia:1130:3:1,10,developed,"Philosophy, Fiqh and theology (kalaam) were further developed, most noticeably by Avicenna and his opponents."
Wiki1k:wikipedia:1130:3:2,4,provided,Al-Razi and Al-Farabi had provided methodology and knowledge in medicine and philosophy.
Wiki1k:wikipedia:12010:23:0,26,varying,"The Great Lakes have a humid continental climate, Köppen climate classification Dfa (in southern areas) and Dfb (in northern parts) with varying influences from air masses from other regions including dry, cold Arctic systems, mild Pacific air masses from the West, and warm, wet tropical systems from the south and the Gulf of Mexico."
Wiki1k:wikipedia:12010:23:0,34,including,"The Great Lakes have a humid continental climate, Köppen climate classification Dfa (in southern areas) and Dfb (in northern parts) with varying influences from air masses from other regions including dry, cold Arctic systems, mild Pacific air masses from the West, and warm, wet tropical systems from the south and the Gulf of Mexico."
Wiki1k:wikipedia:12010:23:1,6,moderating,The lakes themselves also have a moderating effect on the climate; they can also increase precipitation totals and produce lake effect snowfall.
Wiki1k:wikipedia:12010:23:1,15,increase,The lakes themselves also have a moderating effect on the climate; they can also increase precipitation totals and produce lake effect snowfall.
Wiki1k:wikipedia:12010:23:1,19,produce,The lakes themselves also have a moderating effect on the climate; they can also increase precipitation totals and produce lake effect snowfall.
Wiki1k:wikipedia:12010:40:0,0,Running,Running cut logs down the tributary rivers into the Great Lakes also dislocated sediments.
Wiki1k:wikipedia:12010:40:0,12,dislocated,Running cut logs down the tributary rivers into the Great Lakes also dislocated sediments.
Wiki1k:wikipedia:12010:43:1,11,reduced,Implementation of secondary treatment of municipal sewage by major cities greatly reduced the routine discharge of untreated sewage during the 1970s and 1980s.
Wiki1k:wikipedia:12010:43:2,6,summarized,"The International Joint Commission in 2009 summarized the change: """"Since the early 1970s, the level of treatment to reduce pollution from waste water discharges to the Great Lakes has improved considerably."
Wiki1k:wikipedia:12010:43:2,21,reduce,"The International Joint Commission in 2009 summarized the change: """"Since the early 1970s, the level of treatment to reduce pollution from waste water discharges to the Great Lakes has improved considerably."
Wiki1k:wikipedia:12010:43:2,32,improved,"The International Joint Commission in 2009 summarized the change: """"Since the early 1970s, the level of treatment to reduce pollution from waste water discharges to the Great Lakes has improved considerably."
Wiki1k:wikipedia:12010:43:4,2,reported,"The commission reported that all urban sewage treatment systems on the U.S. side of the lakes had implemented secondary treatment, as had all on the Canadian side except for five small systems."
Wiki1k:wikipedia:12010:43:4,17,implemented,"The commission reported that all urban sewage treatment systems on the U.S. side of the lakes had implemented secondary treatment, as had all on the Canadian side except for five small systems."
Wiki1k:wikipedia:12436:12:0,4,dried,A raisin is any dried grape.
Wiki1k:wikipedia:12436:12:1,11,refers,"While raisin is a French loanword, the word in French refers to the fresh fruit; grappe (from which the English grape is derived) refers to the bunch (as in une grappe de raisins)."
Wiki1k:wikipedia:12436:12:1,25,derived,"While raisin is a French loanword, the word in French refers to the fresh fruit; grappe (from which the English grape is derived) refers to the bunch (as in une grappe de raisins)."
Wiki1k:wikipedia:12436:12:1,27,refers,"While raisin is a French loanword, the word in French refers to the fresh fruit; grappe (from which the English grape is derived) refers to the bunch (as in une grappe de raisins)."
Wiki1k:wikipedia:12436:14:3,8,contains,"In the wine industry, grape juice that contains 7--23% of pulp, skins, stems and seeds is often referred to as """"must""""."
Wiki1k:wikipedia:12436:14:3,18,stems,"In the wine industry, grape juice that contains 7--23% of pulp, skins, stems and seeds is often referred to as """"must""""."
Wiki1k:wikipedia:12436:14:3,23,referred,"In the wine industry, grape juice that contains 7--23% of pulp, skins, stems and seeds is often referred to as """"must""""."
Wiki1k:wikipedia:12436:14:4,12,made,"In North America, the most common grape juice is purple and made from Concord grapes, while white grape juice is commonly made from Niagara grapes, both of which are varieties of native American grapes, a different species from European wine grapes."
Wiki1k:wikipedia:12436:14:4,23,made,"In North America, the most common grape juice is purple and made from Concord grapes, while white grape juice is commonly made from Niagara grapes, both of which are varieties of native American grapes, a different species from European wine grapes."
Wiki1k:wikipedia:12436:14:5,5,known,"In California, Sultana (known there as Thompson Seedless) grapes are sometimes diverted from the raisin or table market to produce white juice."
Wiki1k:wikipedia:12436:14:5,14,diverted,"In California, Sultana (known there as Thompson Seedless) grapes are sometimes diverted from the raisin or table market to produce white juice."
Wiki1k:wikipedia:12436:14:5,22,produce,"In California, Sultana (known there as Thompson Seedless) grapes are sometimes diverted from the raisin or table market to produce white juice."
Wiki1k:wikipedia:12558:17:0,8,gave,"In 1922, the Estonian astronomer Ernst Öpik gave a distance determination that supported the theory that the Andromeda Nebula is indeed a distant extra-galactic object."
Wiki1k:wikipedia:12558:17:0,13,supported,"In 1922, the Estonian astronomer Ernst Öpik gave a distance determination that supported the theory that the Andromeda Nebula is indeed a distant extra-galactic object."
Wiki1k:wikipedia:12558:17:2,3,produced,In 1936 Hubble produced a classification of galactic morphology that is used to this day.
Wiki1k:wikipedia:12558:17:2,11,used,In 1936 Hubble produced a classification of galactic morphology that is used to this day.
Wiki1k:wikipedia:12558:29:1,12,compared,"They are very large with an upward diameter of 437,000 light-years (compared to the Milky Way""s 100,000 light-year diameter)."
Wiki1k:wikipedia:12558:29:3,1,thought,They thought to have an increased star formation rate around 30 times faster than the Milky Way.
Wiki1k:wikipedia:12558:29:3,3,have,They thought to have an increased star formation rate around 30 times faster than the Milky Way.
Wiki1k:wikipedia:12558:29:3,5,increased,They thought to have an increased star formation rate around 30 times faster than the Milky Way.
Wiki1k:wikipedia:12558:48:2,2,emit,Infrared galaxies emit more energy in the infrared than at all other wavelengths combined.
Wiki1k:wikipedia:12558:48:2,13,combined,Infrared galaxies emit more energy in the infrared than at all other wavelengths combined.
Wiki1k:wikipedia:12558:64:0,9,expanding,"On the largest scale, the Universe is continually expanding, resulting in an average increase in the separation between individual galaxies (see Hubble""s law)."
Wiki1k:wikipedia:12558:64:0,11,resulting,"On the largest scale, the Universe is continually expanding, resulting in an average increase in the separation between individual galaxies (see Hubble""s law)."
Wiki1k:wikipedia:12558:64:0,23,see,"On the largest scale, the Universe is continually expanding, resulting in an average increase in the separation between individual galaxies (see Hubble""s law)."
Wiki1k:wikipedia:12558:64:1,4,overcome,Associations of galaxies can overcome this expansion on a local scale through their mutual gravitational attraction.
Wiki1k:wikipedia:12558:64:5,24,consisting,"About 70--80% of the mass in a cluster is in the form of dark matter, with 10--30% consisting of this heated gas and the remaining few percent of the matter in the form of galaxies."
Wiki1k:wikipedia:12558:64:5,31,remaining,"About 70--80% of the mass in a cluster is in the form of dark matter, with 10--30% consisting of this heated gas and the remaining few percent of the matter in the form of galaxies."
Wiki1k:wikipedia:13543:104:0,10,composed,"Many influential Yoga Upanishads, states Gavin Flood, were composed before 3rd century CE."
Wiki1k:wikipedia:13543:104:1,6,composed,Seven Sannyasa Upanishads of Hinduism were composed between the last centuries of the 1st millennium BCE and before the 3rd century CE.
Wiki1k:wikipedia:13543:104:2,3,describe,"All these texts describe Hindu renunciation and monastic values, and express strongly Advaita Vedanta tradition ideas."
Wiki1k:wikipedia:13543:104:2,11,express,"All these texts describe Hindu renunciation and monastic values, and express strongly Advaita Vedanta tradition ideas."
Wiki1k:wikipedia:13543:116:1,6,studying,"Indology as an academic discipline of studying Indian culture from a European perspective was established in the 19th century, led by scholars such as Max Müller and John Woodroffe."
Wiki1k:wikipedia:13543:116:1,14,established,"Indology as an academic discipline of studying Indian culture from a European perspective was established in the 19th century, led by scholars such as Max Müller and John Woodroffe."
Wiki1k:wikipedia:13543:116:1,20,led,"Indology as an academic discipline of studying Indian culture from a European perspective was established in the 19th century, led by scholars such as Max Müller and John Woodroffe."
Wiki1k:wikipedia:13543:116:2,1,brought,"They brought Vedic, Puranic and Tantric literature and philosophy to Europe and the United States."
Wiki1k:wikipedia:13543:116:3,2,searched,"Western orientalist searched for the """"essence"""" of the Indian religions, discerning this in the Vedas, and meanwhile creating the notion of """"Hinduism"""" as a unified body of religious praxis and the popular picture of "" mystical India""."
Wiki1k:wikipedia:13543:116:3,21,creating,"Western orientalist searched for the """"essence"""" of the Indian religions, discerning this in the Vedas, and meanwhile creating the notion of """"Hinduism"""" as a unified body of religious praxis and the popular picture of "" mystical India""."
Wiki1k:wikipedia:13543:116:3,30,unified,"Western orientalist searched for the """"essence"""" of the Indian religions, discerning this in the Vedas, and meanwhile creating the notion of """"Hinduism"""" as a unified body of religious praxis and the popular picture of "" mystical India""."
Wiki1k:wikipedia:13543:116:5,15,became,"This """"Hindu modernism"""", with proponents like Vivekananda, Aurobindo and Radhakrishnan, became central in the popular understanding of Hinduism."
Wiki1k:wikipedia:13543:17:1,3,reversed,"Western stereotypes were reversed, emphasizing the universal aspects, and introducing modern approaches of social problems."
Wiki1k:wikipedia:13543:17:1,5,emphasizing,"Western stereotypes were reversed, emphasizing the universal aspects, and introducing modern approaches of social problems."
Wiki1k:wikipedia:13543:17:1,11,introducing,"Western stereotypes were reversed, emphasizing the universal aspects, and introducing modern approaches of social problems."
Wiki1k:wikipedia:13543:31:0,2,considered,Dharma is considered the foremost goal of a human being in Hinduism.
Wiki1k:wikipedia:13543:31:1,3,includes,"The concept Dharma includes behaviors that are considered to be in accord with rta, the order that makes life and universe possible, and includes duties, rights, laws, conduct, virtues and """"right way of living""""."
Wiki1k:wikipedia:13543:31:1,7,considered,"The concept Dharma includes behaviors that are considered to be in accord with rta, the order that makes life and universe possible, and includes duties, rights, laws, conduct, virtues and """"right way of living""""."
Wiki1k:wikipedia:13543:31:1,18,makes,"The concept Dharma includes behaviors that are considered to be in accord with rta, the order that makes life and universe possible, and includes duties, rights, laws, conduct, virtues and """"right way of living""""."
Wiki1k:wikipedia:13543:31:1,25,includes,"The concept Dharma includes behaviors that are considered to be in accord with rta, the order that makes life and universe possible, and includes duties, rights, laws, conduct, virtues and """"right way of living""""."
Wiki1k:wikipedia:13543:31:2,2,includes,"Hindu Dharma includes the religious duties, moral rights and duties of each individual, as well as behaviors that enable social order, right conduct, and those that are virtuous."
Wiki1k:wikipedia:13543:31:2,20,enable,"Hindu Dharma includes the religious duties, moral rights and duties of each individual, as well as behaviors that enable social order, right conduct, and those that are virtuous."
Wiki1k:wikipedia:13543:31:3,2,according,"Dharma, according to Van Buitenen, is that which all existing beings must accept and respect to sustain harmony and order in the world."
Wiki1k:wikipedia:13543:31:3,11,existing,"Dharma, according to Van Buitenen, is that which all existing beings must accept and respect to sustain harmony and order in the world."
Wiki1k:wikipedia:13543:31:3,14,accept,"Dharma, according to Van Buitenen, is that which all existing beings must accept and respect to sustain harmony and order in the world."
Wiki1k:wikipedia:13543:31:3,16,respect,"Dharma, according to Van Buitenen, is that which all existing beings must accept and respect to sustain harmony and order in the world."
Wiki1k:wikipedia:13543:31:3,18,sustain,"Dharma, according to Van Buitenen, is that which all existing beings must accept and respect to sustain harmony and order in the world."
Wiki1k:wikipedia:13543:31:4,3,states,"It is, states Van Buitenen, the pursuit and execution of one""s nature and true calling, thus playing one""s role in cosmic concert."
Wiki1k:wikipedia:13543:31:4,20,playing,"It is, states Van Buitenen, the pursuit and execution of one""s nature and true calling, thus playing one""s role in cosmic concert."
Wiki1k:wikipedia:13543:33:2,3,means,"The word Sanātana means eternal, perennial, or forever; thus, Sanātana Dharma signifies that it is the dharma that has neither beginning nor end."
Wiki1k:wikipedia:13543:33:2,15,signifies,"The word Sanātana means eternal, perennial, or forever; thus, Sanātana Dharma signifies that it is the dharma that has neither beginning nor end."
Wiki1k:wikipedia:13543:33:2,24,beginning,"The word Sanātana means eternal, perennial, or forever; thus, Sanātana Dharma signifies that it is the dharma that has neither beginning nor end."
Wiki1k:wikipedia:13543:44:0,4,including,"While ancient Vedic literature including Upanishads make no mention of reincarnation of God, the Puranas and the Epics relate several episodes of the descent of God to Earth in corporeal form to restore dharma to society."
Wiki1k:wikipedia:13543:44:0,6,make,"While ancient Vedic literature including Upanishads make no mention of reincarnation of God, the Puranas and the Epics relate several episodes of the descent of God to Earth in corporeal form to restore dharma to society."
Wiki1k:wikipedia:13543:44:0,19,relate,"While ancient Vedic literature including Upanishads make no mention of reincarnation of God, the Puranas and the Epics relate several episodes of the descent of God to Earth in corporeal form to restore dharma to society."
Wiki1k:wikipedia:13543:44:0,33,restore,"While ancient Vedic literature including Upanishads make no mention of reincarnation of God, the Puranas and the Epics relate several episodes of the descent of God to Earth in corporeal form to restore dharma to society."
Wiki1k:wikipedia:13543:84:2,10,enter,"While these stages are typically sequential, any person can enter Sannyasa (ascetic) stage and become an Ascetic at any time after the Brahmacharya stage."
Wiki1k:wikipedia:13543:84:2,17,become,"While these stages are typically sequential, any person can enter Sannyasa (ascetic) stage and become an Ascetic at any time after the Brahmacharya stage."
Wiki1k:wikipedia:13543:86:0,19,distinguished,"James Mill (1773--1836), in his The History of British India (1817), distinguished three phases in the history of India, namely Hindu, Muslim and British civilisations."
Wiki1k:wikipedia:13543:86:1,4,criticised,This periodisation has been criticised for the misconceptions it has given rise to.
Wiki1k:wikipedia:13543:86:1,10,given,This periodisation has been criticised for the misconceptions it has given rise to.
Wiki1k:wikipedia:13543:86:3,6,follows,An elaborate periodisation may be as follows:
Wiki1k:wikipedia:13543:91:0,4,named,"The Vedic period, named after the Vedic religion of the Indo-Aryans, lasted from c. 1500 to 500 BCE."
Wiki1k:wikipedia:13543:91:0,13,lasted,"The Vedic period, named after the Vedic religion of the Indo-Aryans, lasted from c. 1500 to 500 BCE."
Wiki1k:wikipedia:1354:12:4,3,known,The climate is known to change drastically in rather short distances.
Wiki1k:wikipedia:1354:12:4,5,change,The climate is known to change drastically in rather short distances.
Wiki1k:wikipedia:1354:12:5,1,exist,Rainforests exist just miles away from the snow-covered peak Cotopaxi.
Wiki1k:wikipedia:1354:12:7,3,depends,The snow line depends on the location.
Wiki1k:wikipedia:13550:19:0,2,experienced,"Andersen certainly experienced same-sex love as well: he wrote to Edvard Collin: """"I languish for you as for a pretty Calabrian wench...my sentiments for you are those of a woman."
Wiki1k:wikipedia:13550:19:0,9,wrote,"Andersen certainly experienced same-sex love as well: he wrote to Edvard Collin: """"I languish for you as for a pretty Calabrian wench...my sentiments for you are those of a woman."
Wiki1k:wikipedia:13550:19:0,16,languish,"Andersen certainly experienced same-sex love as well: he wrote to Edvard Collin: """"I languish for you as for a pretty Calabrian wench...my sentiments for you are those of a woman."
Wiki1k:wikipedia:13550:19:3,26,result,"Likewise, the infatuations of the author for the Danish dancer Harald Scharff and Carl Alexander, the young hereditary duke of Saxe-Weimar-Eisenach, did not result in any relationships."
Wiki1k:wikipedia:13550:3:0,6,received,"Andersen""s father, who had received an elementary education, introduced Andersen to literature, reading to him Arabian Nights."
Wiki1k:wikipedia:13550:3:0,11,introduced,"Andersen""s father, who had received an elementary education, introduced Andersen to literature, reading to him Arabian Nights."
Wiki1k:wikipedia:13550:3:0,16,reading,"Andersen""s father, who had received an elementary education, introduced Andersen to literature, reading to him Arabian Nights."
Wiki1k:wikipedia:13550:3:1,11,worked,"Andersen""s mother, Anne Marie Andersdatter, was uneducated and worked as a washerwoman following his father""s death in 1816; she remarried in 1818."
Wiki1k:wikipedia:13550:3:1,15,following,"Andersen""s mother, Anne Marie Andersdatter, was uneducated and worked as a washerwoman following his father""s death in 1816; she remarried in 1818."
Wiki1k:wikipedia:13550:3:1,24,remarried,"Andersen""s mother, Anne Marie Andersdatter, was uneducated and worked as a washerwoman following his father""s death in 1816; she remarried in 1818."
Wiki1k:wikipedia:13550:3:3,4,moved,"At 14, he moved to Copenhagen to seek employment as an actor."
Wiki1k:wikipedia:13550:3:3,8,seek,"At 14, he moved to Copenhagen to seek employment as an actor."
Wiki1k:wikipedia:13550:3:6,0,Taking,"Taking the suggestion seriously, Andersen began to focus on writing."
Wiki1k:wikipedia:13550:3:6,6,began,"Taking the suggestion seriously, Andersen began to focus on writing."
Wiki1k:wikipedia:13550:3:6,8,focus,"Taking the suggestion seriously, Andersen began to focus on writing."
Wiki1k:wikipedia:13550:3:6,10,writing,"Taking the suggestion seriously, Andersen began to focus on writing."
Wiki1k:wikipedia:14361:22:1,6,absorbs,The amount of water the honey absorbs is dependent on the relative humidity of the air.
Wiki1k:wikipedia:14361:29:0,2,taking,"Instead of taking nectar, bees can take honeydew, the sweet secretions of aphids or other plant sap-sucking insects."
Wiki1k:wikipedia:14361:29:0,7,take,"Instead of taking nectar, bees can take honeydew, the sweet secretions of aphids or other plant sap-sucking insects."
Wiki1k:wikipedia:14361:34:0,5,exists,"Raw honey is as it exists in the beehive or as obtained by extraction, settling, or straining, without adding heat (although some honey that has been """"minimally processed"""" is often labeled as raw honey)."
Wiki1k:wikipedia:14361:34:0,11,obtained,"Raw honey is as it exists in the beehive or as obtained by extraction, settling, or straining, without adding heat (although some honey that has been """"minimally processed"""" is often labeled as raw honey)."
Wiki1k:wikipedia:14361:34:0,15,settling,"Raw honey is as it exists in the beehive or as obtained by extraction, settling, or straining, without adding heat (although some honey that has been """"minimally processed"""" is often labeled as raw honey)."
Wiki1k:wikipedia:14361:34:0,18,straining,"Raw honey is as it exists in the beehive or as obtained by extraction, settling, or straining, without adding heat (although some honey that has been """"minimally processed"""" is often labeled as raw honey)."
Wiki1k:wikipedia:14361:34:0,21,adding,"Raw honey is as it exists in the beehive or as obtained by extraction, settling, or straining, without adding heat (although some honey that has been """"minimally processed"""" is often labeled as raw honey)."
Wiki1k:wikipedia:14361:34:0,32,processed,"Raw honey is as it exists in the beehive or as obtained by extraction, settling, or straining, without adding heat (although some honey that has been """"minimally processed"""" is often labeled as raw honey)."
Wiki1k:wikipedia:14361:44:0,4,distinguished,"High-quality honey can be distinguished by fragrance, taste, and consistency."
Wiki1k:wikipedia:14361:44:1,3,collected,"Ripe, freshly collected, high-quality honey at 20 ° C (68 ° F) should flow from a knife in a straight stream, without breaking into separate drops."
Wiki1k:wikipedia:14361:44:1,17,flow,"Ripe, freshly collected, high-quality honey at 20 ° C (68 ° F) should flow from a knife in a straight stream, without breaking into separate drops."
Wiki1k:wikipedia:14361:44:1,27,breaking,"Ripe, freshly collected, high-quality honey at 20 ° C (68 ° F) should flow from a knife in a straight stream, without breaking into separate drops."
Wiki1k:wikipedia:14361:44:2,1,falling,"After falling down, the honey should form a bead."
Wiki1k:wikipedia:14361:44:2,7,form,"After falling down, the honey should form a bead."
Wiki1k:wikipedia:14361:44:3,4,poured,"The honey, when poured, should form small, temporary layers that disappear fairly quickly, indicating high viscosity."
Wiki1k:wikipedia:14361:44:3,7,form,"The honey, when poured, should form small, temporary layers that disappear fairly quickly, indicating high viscosity."
Wiki1k:wikipedia:14361:44:3,13,disappear,"The honey, when poured, should form small, temporary layers that disappear fairly quickly, indicating high viscosity."
Wiki1k:wikipedia:14361:44:3,17,indicating,"The honey, when poured, should form small, temporary layers that disappear fairly quickly, indicating high viscosity."
Wiki1k:wikipedia:14361:44:4,4,indicates,"If not, it indicates excessive water content (over 20%) of the product."
Wiki1k:wikipedia:14711:0:1,3,preceded,It is commonly preceded by the Bronze Age in Europe and Asia with exceptions and the Stone Age in Africa.
Wiki1k:wikipedia:14711:0:4,8,considered,"The start of the Iron Age proper is considered by many to fall between around 1200 BC and 600 BC, depending on the region."
Wiki1k:wikipedia:14711:0:4,12,fall,"The start of the Iron Age proper is considered by many to fall between around 1200 BC and 600 BC, depending on the region."
Wiki1k:wikipedia:14711:0:4,21,depending,"The start of the Iron Age proper is considered by many to fall between around 1200 BC and 600 BC, depending on the region."
Wiki1k:wikipedia:14711:23:0,7,dating,"In the Black Pyramid of Abusir, dating before 2000 BC, Gaston Maspero found some pieces of iron."
Wiki1k:wikipedia:14711:23:0,14,found,"In the Black Pyramid of Abusir, dating before 2000 BC, Gaston Maspero found some pieces of iron."
Wiki1k:wikipedia:14711:23:1,11,mentioned,"In the funeral text of Pepi I, the metal is mentioned."
Wiki1k:wikipedia:14711:23:2,2,bearing,A sword bearing the name of pharaoh Merneptah as well as a battle axe with an iron blade and gold-decorated bronze shaft were both found in the excavation of Ugarit.
Wiki1k:wikipedia:14711:23:3,6,found,"A dagger with an iron blade found in Tutankhamun""s tomb, 13th century BC, was recently examined and found to be of meteoric origin."
Wiki1k:wikipedia:14711:23:3,18,examined,"A dagger with an iron blade found in Tutankhamun""s tomb, 13th century BC, was recently examined and found to be of meteoric origin."
Wiki1k:wikipedia:14711:23:3,20,found,"A dagger with an iron blade found in Tutankhamun""s tomb, 13th century BC, was recently examined and found to be of meteoric origin."
Wiki1k:wikipedia:17547:16:1,1,sees,Psychology sees love as more of a social and cultural phenomenon.
Wiki1k:wikipedia:17547:16:2,3,influenced,"Certainly love is influenced by hormones (such as oxytocin), neurotrophins (such as NGF), and pheromones, and how people think and behave in love is influenced by their conceptions of love."
Wiki1k:wikipedia:17547:16:2,25,think,"Certainly love is influenced by hormones (such as oxytocin), neurotrophins (such as NGF), and pheromones, and how people think and behave in love is influenced by their conceptions of love."
Wiki1k:wikipedia:17547:16:2,27,behave,"Certainly love is influenced by hormones (such as oxytocin), neurotrophins (such as NGF), and pheromones, and how people think and behave in love is influenced by their conceptions of love."
Wiki1k:wikipedia:17547:16:2,31,influenced,"Certainly love is influenced by hormones (such as oxytocin), neurotrophins (such as NGF), and pheromones, and how people think and behave in love is influenced by their conceptions of love."
Wiki1k:wikipedia:17547:3:1,17,contrasted,"Love as a general expression of positive sentiment (a stronger form of like) is commonly contrasted with hate (or neutral apathy); as a less sexual and more emotionally intimate form of romantic attachment, love is commonly contrasted with lust; and as an interpersonal relationship with romantic overtones, love is sometimes contrasted with friendship, although the word love is often applied to close friendships."
Wiki1k:wikipedia:17547:3:1,42,contrasted,"Love as a general expression of positive sentiment (a stronger form of like) is commonly contrasted with hate (or neutral apathy); as a less sexual and more emotionally intimate form of romantic attachment, love is commonly contrasted with lust; and as an interpersonal relationship with romantic overtones, love is sometimes contrasted with friendship, although the word love is often applied to close friendships."
Wiki1k:wikipedia:17547:3:1,58,contrasted,"Love as a general expression of positive sentiment (a stronger form of like) is commonly contrasted with hate (or neutral apathy); as a less sexual and more emotionally intimate form of romantic attachment, love is commonly contrasted with lust; and as an interpersonal relationship with romantic overtones, love is sometimes contrasted with friendship, although the word love is often applied to close friendships."
Wiki1k:wikipedia:17547:3:1,68,applied,"Love as a general expression of positive sentiment (a stronger form of like) is commonly contrasted with hate (or neutral apathy); as a less sexual and more emotionally intimate form of romantic attachment, love is commonly contrasted with lust; and as an interpersonal relationship with romantic overtones, love is sometimes contrasted with friendship, although the word love is often applied to close friendships."
Wiki1k:wikipedia:17547:3:1,70,close,"Love as a general expression of positive sentiment (a stronger form of like) is commonly contrasted with hate (or neutral apathy); as a less sexual and more emotionally intimate form of romantic attachment, love is commonly contrasted with lust; and as an interpersonal relationship with romantic overtones, love is sometimes contrasted with friendship, although the word love is often applied to close friendships."
Wiki1k:wikipedia:17547:49:3,3,accompanied,"He is usually accompanied by his consort Rati and his companion Vasanta, lord of the spring season."
Wiki1k:wikipedia:17547:49:4,8,seen,"Stone images of Kamadeva and Rati can be seen on the door of the Chennakeshava temple at Belur, in Karnataka, India."
Wiki1k:wikipedia:17547:9:0,4,tend,"Biological models of sex tend to view love as a mammalian drive, much like hunger or thirst."
Wiki1k:wikipedia:17547:9:0,6,view,"Biological models of sex tend to view love as a mammalian drive, much like hunger or thirst."
Wiki1k:wikipedia:17547:9:1,4,leading,"Helen Fisher, a leading expert in the topic of love, divides the experience of love into three partly overlapping stages: lust, attraction, and attachment."
Wiki1k:wikipedia:17547:9:1,12,divides,"Helen Fisher, a leading expert in the topic of love, divides the experience of love into three partly overlapping stages: lust, attraction, and attachment."
Wiki1k:wikipedia:17547:9:1,20,overlapping,"Helen Fisher, a leading expert in the topic of love, divides the experience of love into three partly overlapping stages: lust, attraction, and attachment."
Wiki1k:wikipedia:17547:9:3,5,including,"Three distinct neural circuitries, including neurotransmitters, and three behavioral patterns, are associated with these three romantic styles."
Wiki1k:wikipedia:17547:9:3,14,associated,"Three distinct neural circuitries, including neurotransmitters, and three behavioral patterns, are associated with these three romantic styles."
Wiki1k:wikipedia:17914:56:1,4,include,"Works with piano accompaniment include 10 violin sonatas, 5 cello sonatas, and a sonata for French horn, as well as numerous lieder."
Wiki1k:wikipedia:18836:11:2,2,settled,"The Burgundians settled in Gaul, and after an earlier realm was destroyed by the Huns in 436 formed a new kingdom in the 440s."
Wiki1k:wikipedia:18836:11:2,12,destroyed,"The Burgundians settled in Gaul, and after an earlier realm was destroyed by the Huns in 436 formed a new kingdom in the 440s."
